"parent equipment class name","equipment class name","equipment class definition","abstract class flag","CFIHOS unique id","spare part info required","reason for having class","synonym","created date","modified date","terminated date","change request number","status"
"compressor","dynamic compressor","A compressor that is of the rotary continuous flow design utilizing (a) rapidly rotating impeller(s) to accelerate the gas as it passes through the impeller, converting the velocity head into pressure partially in the stationary diffusers and blades.","yes","CFIHOS-30000530","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0009;CR0029;FR60","TERMINATED"
"other mechanical equipment","extruder","A physical object that is intended to form material by forcing it in liquid phase through a shaping die by applying pressure and fix the form in the solid phase.","no","CFIHOS-30000531","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","fan","A physical object that is intended to deliver or exhaust volumes of vapour or gas at low differential pressure.","no","CFIHOS-30000532","yes",,"axial blower; axial fan","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0030;CR0029;FR60","STANDARD"
"engine","gas engine","An internal combustion engine that is a reciprocating engine in which gaseous fuel is mixed with air to form a combustible mixture in a cylinder which is fired by spark ignition.","no","CFIHOS-30000533","yes",,"gas fuel combustion engine","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0029;CR0030;FR60","STANDARD"
"turbine","gas turbine","A turbine that compresses air which is then mixed with fuel for combustion and expansion through a turbine section to generate relatively high power output for either mechanical drive or power generation.","no","CFIHOS-30000534","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0028;CR0029;CR0030;FR60","STANDARD"
"other mechanical equipment","gear box","A physical object that is a casing with an arrangement of two or more gear-wheels transmitting rotating motion from the input shaft to the output shaft.","no","CFIHOS-30000535","yes",,"gearbox","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0030;CR0029;FR60","STANDARD"
"rotary pump","gear pump","A rotary pump that contains gear teeth within an casing or enclosure to transport liquid at relatively high back pressures and by which gear meshing serves as reverse flow seal.","no","CFIHOS-30000536","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0009;CR0028;CR0029;FR60","TERMINATED"
"other mechanical equipment","hood","An enclosure intended to protect equipment from weather influences or to protect surroundings of equipment from equipment noise.","no","CFIHOS-30000537","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"vessel","hydraulic cylinder","A cylinder where the piston is actuated by pressurized hydraulic fluid.","no","CFIHOS-30000538","yes",,"cylinder","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0005;CR0013;CR0030;CR0029;FR60","STANDARD"
"motor","hydraulic motor","A motor that is intended to generate power by means of high pressure oil.","no","CFIHOS-30000539","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0030;CR0029;FR60","STANDARD"
"rotary compressor","liquid ring compressor","A rotary compressor intended to use a liquid annulus held by centrifugal force around the inside of a casing by a single rotor-impeller to compress vapour isothermically.","no","CFIHOS-30000540","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0009;CR0005;CR0028;CR0029;FR60","TERMINATED"
"other mechanical equipment","lubrication system","A system that provides lubricant to rotating or moving items.","no","CFIHOS-30000541","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"mechanical equipment class","mechanical seal","A seal that comprises of a set of one or more rotating and stationary seal faces, together with auxiliary hardware, separated by a film of fluid intended to reduce flow loss around a rotating shaft to an acceptable level.","no","CFIHOS-30000542","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","mixer","A physical object intended to be used for fluid mixing processes typically a rotating piece of equipment comprised of a driver such as a motor which rotates an agitator immersed in the fluid(s) that need to be mixed.","yes","CFIHOS-30000543","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0028;CR0030;CR0029;FR60","STANDARD"
"engine","petrol engine","An internal combustion engine that is an induction compression ignition exhaust engine which ignites a petrol air mixture with an electric spark.","no","CFIHOS-30000544","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0029;CR0030;FR60","STANDARD"
"reciprocating compressor","piston compressor","A reciprocating compressor in which the compressing and displacing element is a piston intended to have a reciprocating motion within a cylinder.","no","CFIHOS-30000545","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0009;CR0028;CR0029;FR60","TERMINATED"
"reciprocating pump","piston pump","A reciprocating pump that uses a piston in order to discharge a pressurized liquid","no","CFIHOS-30000546","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0009;CR0028;CR0029;FR60","TERMINATED"
"reciprocating pump","plunger pump","A reciprocating pump that uses a plunger in order to discharge a pressurized liquid","no","CFIHOS-30000547","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0009;CR0028;CR0029;FR60","TERMINATED"
"motor","pneumatic motor","A motor that is driven by compressed gas. Typically air.","no","CFIHOS-30000548","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0030;CR0029;FR60","STANDARD"
"damper","pulsation damper","A pressure vessel located in both pump- and compressor piping systems in order to reduce residual pulsation fluctuations, as a result of discontinue operation effects, within an allowable level specified.","no","CFIHOS-30000549","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0028;CR0030;CR0029;FR60","STANDARD"
"mechanical equipment class","pump","A physical object that adds or removes mechanical energy to a fluid, either constantly or periodically.","no","CFIHOS-30000550","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0029;CR0030;FR60","STANDARD"
"compressor","reciprocating compressor","A positive displacement compressor in which forced reduction of gas volume takes place by the movement of a displacing element in a cylinder or enclosure.","no","CFIHOS-30000551","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0029;CR0030;FR60","STANDARD"
"compressor","rotary compressor","A positive displacement compressor in which compression displacement is effected by the positive action of rotating elements.","no","CFIHOS-30000552","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0029;CR0030;FR60","STANDARD"
"rotary compressor","screw compressor","A rotary compressor in which compression is carried out by the intermeshing of two helical or differently formed screws, which transport the gas from inlet to outlet.","no","CFIHOS-30000553","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0009;CR0005;CR0028;CR0029;FR60","TERMINATED"
"rotary pump","screw pump","A rotary pump that contains one or more meshing screws within a casing to form liquid cavities that are transported axially from suction to discharge.","no","CFIHOS-30000554","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0009;CR0028;CR0029;FR60","TERMINATED"
"piping and pipeline equipment","spacer","A physical object that is intended to keep other physical objects at a predefined distance and hence having a spacer function.","no","CFIHOS-30000555","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"turbine","steam turbine","A thermodynamic turbine in which steam is made to do work by expanding so as to create kinetic energy by acting on moving blades attached to a disc or drum.","no","CFIHOS-30000556","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0028;CR0029;CR0030;FR60","STANDARD"
"other mechanical equipment","torque converter","A fluid coupling intended to allow a smooth start of a driven equipment and then keeping a nearly constant speed.","no","CFIHOS-30000557","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"driver","turbo expander","An expander of the turbine type used to reduce the pressure of a gas flow by leading it through a turbine rotor by which the recovered energy is transferred into rotational energy for either power generation or mechanical drive application.","no","CFIHOS-30000558","yes",,"axial turbo expander; centrifugal turbo expander","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0009;CR0030;CR0029;FR60","STANDARD"
"rotary compressor","vane compressor","A rotary compressor which contains vanes sliding radially in and out of a rotor excentrically mounted within a cylindrical casing. Gas trapped between the vanes is compressed and displaced.","no","CFIHOS-30000559","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0009;CR0028;CR0029;FR60","TERMINATED"
"rotary pump","vane pump","A rotary pump that contains one or more vanes which may be in the form of blades, buckets, rollers or slippers, cooperating with a cam to draw liquid into and force it out of a pump chamber by which the vanes can be located either in the stator or rotor.","no","CFIHOS-30000560","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0009;CR0028;CR0029;FR60","TERMINATED"
"tool","yoke","A physical object that is an arched device intended to embrace two parts to hold or unite them in position, or to divide loads.","no","CFIHOS-30000561","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"conveyor","belt conveyor","A conveyor that consists of a suitably tensioned endless belt made from hard wearing materials and arranged to run over rollers.","no","CFIHOS-30000562","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"conveyor","chain conveyor","A conveyor in which endless chains are used to support slats, apron, pans, buckets, as distinct from the use of single band.","no","CFIHOS-30000563","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"mechanical equipment class","conveyor","A physical object for moving articles or bulk material from place to place (as by an endless moving belt or a chain of receptacles).","yes","CFIHOS-30000564","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"tool","cutter","A physical object that is an instrument, machine, machine part, or tool that cuts.","no","CFIHOS-30000565","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","feeder","A closed transport device that is a gathering line tied into a trunk line.","no","CFIHOS-30000566","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"vehicle","forklift truck","A vehicle with power operated prongs that can be raised and lowered by will, for loading, transporting and unloading goods; chiefly used in factories and warehouses.","no","CFIHOS-30000567","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"tool","hydraulic press","A physical object that applies force for pressing by using fluid pressure for force multiplication.","no","CFIHOS-30000568","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"conveyor","roller conveyor","A conveyor comprising a series of closely spaced rollers set so that their crests can support articles to be conveyed. They may be power-driven, or freely revolving. Tapered rollers are used to form bends in the conveyor line.","no","CFIHOS-30000569","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"conveyor","slat conveyor","A conveyor consisting of a series of slats generally made of metal or wood  attached to an endless chain.","no","CFIHOS-30000570","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","beam","A support that is a large and straight piece of normally timber or iron forming one of the main structural member of a building or supporting structure.","no","CFIHOS-30000571","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"vessel","coalescer","A gravity separator where two liquid substances separates and where the substance with the less gravity can be skimmed off.","no","CFIHOS-30000572","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0013;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","demister","A physical object intended to catch fluid droplets.","no","CFIHOS-30000573","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0013;CR0005;CR0013;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","electrostatic precipitator","A separator intended to separate material from a solution or suspension by electrostatic charge.","no","CFIHOS-30000574","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","filter","A separator intended to remove solids from vapour or liquid.","no","CFIHOS-30000575","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","filter cartridge","A filter element intended to collect particles from a stream in a filter or strainer.","no","CFIHOS-30000576","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"tank and vessel","gas cylinder","A pressure vessel that has a cylindrical shape and is intended to store and transport gas under pressure","no","CFIHOS-30000577","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0013;CR0029;FR60","TERMINATED"
"other mechanical equipment","gas distributor","A distributor intended to distribute or redistribute a vapour.","no","CFIHOS-30000578","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","gutter","A trough that is located along the eaves to catch and carry liquid.","no","CFIHOS-30000579","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
